afc4f81745f3b23836cbe6db8983a44d00d5e5e5,0.380653
f36d1044360760d7d77bb6be481bae47cb6960d9,1.523969
8e62b26347fcbfa96323c36b711b3e7d082fc1c9,-0.718965
d9851e8215a52bed5aae080d5b9a7c0f30565a48,-1.199812
775bf2cb46dc8e9745c9834ea180628622a0934a,1.171940
12c626c4cad8d20f49574a9d195dad761f6a701b,1.065607
808f3ac4d751e4563c6fa8ecfd3ba0601eef3de4,2.088556
2b9c0c9d8069ccba25afb86384b733c5865dbbf6,-0.214457
c9e621cf7a99e2fbc1084262482f337b3675545e,0.716972
169ad9caf7e1bc7ed101654f6d48e0fa33a0a792,1.205831
926f9b6b8afa1372d86370ea61d021bc3457fe91,4.073431
5ebfe7c17f55b988b53b11fa8dcd5146b6add094,0.030848
c4ed1cceb928fad1e211a6d30cd25f2ae68354aa,0.154725
bd8e0b8e1ea7bd87188c892f97c357bc81710caa,-1.847340
0278a6c28ca8ec916c26626364ccb3a6fbcb2975,1.530848
0142fb5d1ff6776a965a8771f3650d62c502082c,1.325832
3f07aafccd4f3fe5acde8314d2f57e1da58ac1c5,-2.088330
91c99f6f92301a64adee3c8ba0b5d61da0407a41,-3.313568
a9b8173789ff056270f9a4ff0d976a4492c283be,5.601876
9cbf06e0159491e9e774f71a694f762116f7a540,-1.613195
1a79e14c8aebfbdfbc47bc7042177818dce38a2c,-2.678238
46c45c71e9391ab700b888948435bc95a3d3b2c3,-86.498345
77ced214e4ec226763532612b0c75140ad1bc622,-0.453742
a2334f3b19bae9e1cf097e12fecfec7bee5b8419,-1.267209
44851332904586c674320e4a729181e822ff6259,3.636462
dc46eed428f75b511716b976e99a0fb70969f4b6,-1.610389
a1caf6c08dbb152f98481090d497d33aecffb789,-0.364972
19b8b0f5d35c587fc5337e4f428648a071a89dcf,1.609324
ff0fea5cc32d209cf48ffb0eceb439151a5a910e,-0.581118
a7eabf5ac108dced759885e7227bdfd6a3d2f3e2,-0.272510
c9b71b573bee1f3296eae557ff1b15c9cbfffdb7,-1.011102
7bf5dd2c806961d888c94cf220262310e39f8bc7,-1.899102
45adae124fc3694527d88edb873d292117323d42,-1.947433
18d40c0b2525eac5aca414a25e2d519f1be4a470,-3.154726
8c99cbb5050120251e43b9f3ef05d53d8754c3ce,-2.693015
d6df16ec3c7c21bc95099463462db29424f062c3,-0.014442
08d25d8c2ed8269a7fbb368b8669aee3afe0930c,2.790824
2eb1eab683a0164e2cb3fda153187163644e69cd,-2.492081
de9083d5836f21fcdd1aa07bc844bbe96ed42f4f,-2.860739
7c50ecdb08801290c06eb19dd5df90ac54ecb0d3,-0.244356
bd8b89c20a4f2406e6b0df3fcb4485502bf0db25,0.041128
d53f0d35e322cb69f3e7b3c1c5123128254a0e3d,5.041599
39c66d5ad299e4f49096d726a38739542a57e301,0.290309
de7c0d179b9252bf69704a26e20d376e1e56cc4f,-2.596789
19d24f070528405852d6e433f71337326c905892,-87.923946
2ed9f476a0cb804904f5e1da63026a4a7cfb1a2d,-2.207449
a6a368983b87bc059f73158218e02883f2e9955d,-0.197213
9aa38c9679f25b0c6f03e8ee177987cda2fa358e,-0.237105
328f2dfee0d3d683a729c8da72387ff849be4432,6.195134
17e8b71685677bfaf8d84147829aad038b9673ff,2.204699
325ccc64d0abb72aa7d1f3899f3515caefabbe96,-270.050104
edec4c41bc73c709173c81289639a83c0bc64547,5.703254
8faec9e6c92dea4487493919f47024ce66be0af3,-89.160908
c77442495346f4a2b5da864df2f36db3ca503f7f,-4.844567
52d139212b0fef31ecf0560e52c2674bf5566cf1,1.243179
61b86e93ff5e883c64ed2716e4e00c96bb65c40a,-0.920569
c3a52ba377e56f22b6b5be4ccd1237b07d135a05,1.182852
3045fe3a2e0c5936169f673068c5cba7a7ad222a,0.502680
01cb6f9f7f5577b23b6587e9ee92fd29d3603b41,1.063260
186e2ee8c9dacee71337100732d27ccc0b909c6b,2.147331
f669a7cd67326e9ebe74e76009038fe8361fc02d,0.757376
d570fba5c8f75d4350a8056670b3e3f2d728a444,0.832230
47012cfed8edd27021fa74b1763f9219e8fddfbd,4.961976
dba4077de0b02275243a9838a4cf673992b47082,-2.290255
1b305c0c7a4a5b51921fc473b985331044cb700b,-2.846115
efd506fa73ce2df7ef62600f76db26871246620b,1.533338
5cbc3ed36c0160562e4c74beb94edbf61f8c30e4,-0.408470
a4ba002a8ca24f73f1a63ad03acd2a63f749eac2,-0.500217
765666e46374eafab33021ad5cd0964690d24ef8,1.880231
060cccdc1bb9ce9a539f7adb86f6196c5bb92f9b,-83.666144
4f03f7a52db7123b286c65206deceb9b57b194c4,4.666120
336217f34f88af6caa6a01c9bd3b24d2a1dae3a7,0.491671
1523c38b8bc5184330190f165fa3c65dda9254d4,-3.691115
cad3d55120c483d96929136bbfef2b7d639c986c,0.560627
6ee10fe2f78ad48662f5a792cd93ffb7c7039cfe,-0.077723
01e55987a38dea528919e2d360c8c8a416e3e76c,0.683562
c631be923670d17517b1239c2dec4e3727355bdc,-1.637270
60b572286e29a97c1851a183029e5800b3c8e7a9,2.532448
a09b2dadaa93a221fb8f03ed1554422dfba4c630,-1.860518
0428e36aa1093772dd36a069758b223037604e9b,-2.064630
1324238c81cd5d6632c5222793f274bb82fd364c,-2.903593
38e6163a4327f2dbae508f7f7fead383a44334af,-1.043565
669d20d2b0f869dd9d6aac43636e81f233a689bc,-0.342414
064a0d442a1459ed926b13392f0ea8b72a978082,2.455879
b4aa45687945f1404d36ca653267c3a34d38b5ae,-2.942459
335894529ad1c5a644025748f5760bdef1fbc4d2,-0.214232
e05c52c585b19bde20c4b8410c291684726b1a03,-0.291368
f26de5765ee638e0b92f91adef934d70ef8e74ef,-0.177430
f5d18f4bb770bc6acbe51cc8f1a91b3b0d3ff002,1.698276
2c4c456012cc02affd59a8a224f34341cbf171fd,-1.171237
25b48c9c5cbf1ffcfc9b4ce4f499e27b5a66f9b7,-0.679421
112fdd06c618e33f9d37abb814ad427250a39d60,1.479015
7f78ab221649118596bfff9dd060ab984598973a,0.322660
68ae1c7ce61ec049a1e9cd715bf3bb7ffd5c5b03,-0.075983
34df7de46b339412eb1e8ef50c921b5674f81557,-0.259047
361f455777193dcfd5ffe1ed0224ac39b1690882,-3.677443
1c8d735eb5395288374120dcc11ac3e53f632080,-1.411408
399d93b42a81a7ffbf9685cb6c694eb98ec6d41c,-0.726558
e197e90936ae251b9279935968cdaca70d8b1743,0.147808
642a1f0686c370024fc6dc9654bb4dffa4976bf9,-1.163396
8308a124e9f1fd5e3d4db0d7033d5456c36b4b80,0.482564
5e91bfc762682a8d065ac858fd956a1de4e7248d,-1.699593
